community_id,size,internal_density,avg_degree,max_degree
67,2,1.0,1.5,2
65,2,1.0,2.0,2
179,2,1.0,2.0,2
181,2,1.0,1.5,2
182,2,1.0,1.5,2
267,2,1.0,1.5,2
231,2,1.0,2.0,2
242,2,1.0,2.0,2
258,2,1.0,2.0,2
192,2,1.0,1.5,2
302,2,1.0,1.5,2
235,2,1.0,1.5,2
334,2,1.0,1.5,2
229,2,1.0,1.5,2
85,2,1.0,2.0,2
327,2,1.0,1.5,2
194,2,1.0,1.5,2
227,2,1.0,1.5,2
41,2,1.0,2.0,2
226,2,1.0,1.5,2
316,2,1.0,1.5,2
336,2,1.0,1.5,2
2,2,1.0,1.5,2
124,2,1.0,2.0,2
3,2,1.0,2.0,2
282,2,1.0,2.0,2
126,2,1.0,2.0,2
249,2,1.0,2.0,2
269,2,1.0,1.5,2
268,2,1.0,1.5,2
54,2,1.0,2.0,2
263,2,1.0,1.5,2
170,2,1.0,1.5,2
238,2,1.0,2.0,2
262,2,1.0,2.0,2
237,2,1.0,1.5,2
165,2,1.0,2.0,2
259,2,1.0,2.0,2
254,2,1.0,1.5,2
223,2,1.0,1.5,2
138,2,1.0,1.5,2
92,2,1.0,1.5,2
66,2,1.0,1.5,2
159,2,1.0,2.0,2
261,2,1.0,1.5,2
193,2,1.0,1.5,2
1,2,1.0,1.5,2
160,2,1.0,2.0,2
81,2,1.0,2.0,2
13,2,1.0,2.0,2
171,2,1.0,1.5,2
190,2,1.0,1.5,2
187,2,1.0,1.5,2
24,2,1.0,2.0,2
87,2,1.0,1.5,2
55,2,1.0,1.5,2
184,2,1.0,1.5,2
75,2,1.0,1.5,2
203,2,1.0,1.5,2
169,2,1.0,1.5,2
212,2,1.0,1.5,2
101,2,1.0,2.0,2
201,2,1.0,2.0,2
244,2,1.0,2.0,2
216,2,1.0,2.0,2
214,2,1.0,1.5,2
47,2,1.0,2.0,2
211,2,1.0,1.5,2
84,2,1.0,2.0,2
186,2,1.0,2.0,2
208,2,1.0,1.5,2
96,2,1.0,2.0,2
4,2,1.0,2.0,2
189,2,1.0,2.0,2
205,2,1.0,1.5,2
255,2,1.0,2.0,2
